survey_year,timepoint,participant_id,date_completed,year_of_study,hei,hei_cluster,hei_type,se3_expect,se5_expect,se17_expect,se19_expect,se24_expect,se30_expect,se33_expect,se39_expect,se51_expect,sse9_expect_full_score,se3_experience,se5_experience,se17_experience,se19_experience,se24_experience,se30_experience,se33_experience,se39_experience,se51_experience,sse9_experience_full_score,sse9_delta,sse19_expect_full_score,sse19_experience_full_score,sse19_delta,se4_expect,se9_expect,se10_expect,se12_expect,se22_expect,se23_expect,se37_expect,se38_expect,se40_expect,se41_expect,se43_expect,se44_expect,se45_expect,se50_expect,se4_experience,se9_experience,se10_experience,se12_experience,se22_experience,se23_experience,se37_experience,se38_experience,se40_experience,se41_experience,se43_experience,se44_experience,se45_experience,se50_experience,ae_never_feel_lonely_expect,ae_known_popular_expect,ae_career_connections_expect,ae_friends_everyday_expect,acad_press_pre_felt,acad_press_current_expected,acad_press_current_felt,sn_closeness,sn_satisfaction,sn_size,sn_homogeneity_age,sn_homogeneity_gender,sn_homogeneity_ethnicity,sn_homogeneity_sexual_ori,sn_homogeneity_student,sn_homogeneity_student_expanded,sn_stability_before_uni,sn_stability_before_t1,sn_neg_ties_yn,sn_neg_ties_quant,person1_relationship,person1_friend,person1_classmate,person1_flatmate,person1_parent,person1_sibling,person1_other_family,person1_unmarried_partner,person1_uni_staff,person1_coworker,person1_neighbour,person1_married_partner,person1_child,person1_other,person1_gender,person1_ethnicity,person1_student,person1_before_uni,person1_knows,person1_knows_person2,person1_knows_person3,person1_knows_person4,person1_knows_person5,person1_closeness,person2_relationship,person2_friend,person2_classmate,person2_flatmate,person2_parent,person2_sibling,person2_other_family,person2_unmarried_partner,person2_uni_staff,person2_coworker,person2_neighbour,person2_married_partner,person2_child,person2_other,person2_gender,person2_ethnicity,person2_student,person2_before_uni,person2_knows,person2_knows_person1,person2_knows_person3,person2_knows_person4,person2_knows_person5,person2_closeness,person3_relationship,person3_friend,person3_classmate,person3_flatmate,person3_parent,person3_sibling,person3_other_family,person3_unmarried_partner,person3_uni_staff,person3_coworker,person3_neighbour,person3_married_partner,person3_child,person3_other,person3_gender,person3_ethnicity,person3_student,person3_before_uni,person3_knows,person3_knows_person1,person3_knows_person2,person3_knows_person4,person3_knows_person5,person3_closeness,person4_relationship,person4_friend,person4_classmate,person4_flatmate,person4_parent,person4_sibling,person4_other_family,person4_unmarried_partner,person4_uni_staff,person4_coworker,person4_neighbour,person4_married_partner,person4_child,person4_other,person4_gender,person4_ethnicity,person4_student,person4_before_uni,person4_knows,person4_knows_person1,person4_knows_person2,person4_knows_person3,person4_knows_person5,person4_closeness,person5_relationship,person5_friend,person5_classmate,person5_flatmate,person5_parent,person5_sibling,person5_other_family,person5_unmarried_partner,person5_uni_staff,person5_coworker,person5_neighbour,person5_married_partner,person5_child,person5_other,person5_gender,person5_ethnicity,person5_student,person5_before_uni,person5_knows,person5_knows_person1,person5_knows_person2,person5_knows_person3,person5_knows_person4,person5_closeness,sm_hours,sm_active_percent,sm_passive_percent,sm_active_proportion,sm_passive_proportion,smes1,smes2,smes3,smes4,smes5,smes6,smes7,smes8,smes9,smes10,smes11,smes_utility,smes_anxiety,mspss1,mspss2,mspss3,mspss4,mspss5,mspss6,mspss7,mspss8,mspss9,mspss10,mspss11,mspss12,mspss_full_score,mspss_so,mspss_family,mspss_friends,bes1,bes2,bes3,bes4,bes5,bes6,bes_full_score,si_k1,si_k2,si_k3,si_k4,si_k5,si_k6,si_k_self_efficacy,si_k_belonging,scs3,scs5,scs6,scs7,scs9,scs10,scs11,scs12,scs13,scs14,scs15,scs17,scs18,scs19,scs20,scs_full_score,eul_member,eul_type,eul_type_sports,eul_type_society,eul_type_volunteering,eul_type_student_network,eul_type_student_media,eul_type_student_rep,eul_type_acad_assoc,eul_type_campaigns,eul_type_peer_support,eul_type_other,eul_score,eul_organised,eul_organisdiscrimination_society,eul_organisdiscrimination_sports,eul_organisdiscrimination_volunteering,eul_outorganised,eul_lectures,eul_selfstudy,eul_selfsocial,cc_score,cc_type,cc_pnts,cc_activities,cc_age,cc_campaign,cc_care_exp,cc_estranged,cc_forced_migrant,cc_gender,cc_interests,cc_international,cc_health_condition,cc_regional_ethnic,cc_neurodivergence,cc_disab,cc_relig,cc_so,cc_class,cc_unicourse,cc_other,eds1,eds2,eds3,eds4,eds5,eds_full_score,discrimination_type,discrimination_ancestry,discrimination_gender,discrimination_ethnicity,discrimination_age,discrimination_religion,discrimination_height,discrimination_weight,discrimination_phys_att,discrimination_phys_disab,discrimination_mental_health_cond,discrimination_neuro_diverg,discrimination_sexual_romantic_ori,discrimination_ed_income_level,discrimination_course,discrimination_personality,discrimination_unsure,discrimination_none,discrimination_other,laca1,laca2,laca3,laca4,laca5,laca6,laca_full_score,fin_employment,fin_managing,fin_support,saf_physical,saf_psychological,djgls1,djgls2,djgls3,djgls4,djgls5,djgls6,djgls7,djgls8,djgls9,djgls10,djgls11,djgls_full_score,ucla_freq_1,ucla_freq_2,ucla_freq_3,ucla_intens_1,ucla_intens_2,ucla_intens_3,ucla_dur_1,ucla_dur_2,ucla_dur_3,ucla_full_score,ucla_freq,ucla_intens,ucla_dur,dir_lon_freq,dir_lon_intensity,dir_lon_dur,dir_lon_full_score,s_avo,sias1,sias2,sias3,sias4,sias5,sias6,sias_full_score,ons_satisfied,ons_worthwhile,ons_happy,ons_anxiety,ons_full_score,gpc1,gpc2,gpc3,gpc4,gpc5,gpc6,gpc7,gpc8,gpc9,gpc10,gpc11,gpc12,gpc13,gpc14,gpc_full_score,gad1,gad2,gad_full_score,phq1,phq2,phq_full_score,any_alcohol,excessive_alcohol,peer_pressure_alcohol,never_drinks_alc,drinks_excessive_alc,peer_pressure_before_uni,any_peer_pressure_before_uni,peer_pressure_expected,peer_pressure_at_uni,any_peer_pressure_at_uni,peer_pressure_outcome,prev_living_arrangements,la_type,la_room_type,la_occupants,la_occupants_pnts,la_occupants_friends,la_occupants_strangers,la_occupants_romantic_partners,la_occupants_parents,la_occupants_siblings,la_occupants_other_fam,la_occupants_alone,la_occupants_other,age,sex,gender,gender_woman,gender_man,gender_constant_non_binary,gender_fluid_non_binary,gender_agender,gender_unsure,gender_pnts,trans,sexual_ori,so_asexual,so_bisexual,so_gay,so_heterosexual,so_lesbian,so_pansexual,so_queer,so_questioning,so_another_term,so_pnts,ro_yn,romantic_ori,ro_aromantic,ro_biromantic,ro_homoromantic,ro_heteroromantic,ro_panromantic,ro_another_term,ro_pnts,relationship_status,rs_short_term,rs_long_term,rs_married,rs_divorced,rs_single,rs_widowed,rs_other,rs_pnts,ethnicity,ethnicity_level1,ethnicity_level2,ethnicity_level3,ethnicity_arab,ethnicity_asian,ethnicity_bangladeshi,ethnicity_black_african,ethnicity_black_caribbean,ethnicity_chinese,ethnicity_ewsni,ethnicity_white_irish,ethnicity_whitenon_brit,ethnicity_irish_traveller,ethnicity_indian,ethnicity_irish,ethnicity_latinx,ethnicity_pakistani,ethnicity_roma,ethnicity_other,ethnicity_unknown,ethnicity_pnts,ethnicity_other_white,ethnicity_other_asian,ethnicity_other_black,ethnicity_any_other,religion,religion_atheism,religion_agnostic,religion_buddhism,religion_christianity,religion_hinduism,religion_judaism,religion_islam,religion_sikhism,religion_spiritual,religion_none,religion_other,religion_pnts,religious,disability_yn,disability_type,disability_adhd,disability_autism,disability_blind,disability_deaf,disability_developmental,disability_learning,disability_longterm,disability_mentalhealth,disability_physical,disability_socialcomm,disability_other,disability_pnts,disability_presence_m_hcond,disability_presence_neurodivergence,disability_any_physical,adhd_status,autism_status,blind_status,deaf_status,developmental_status,learning_status,longterm_status,mentalhealth_status,physical_status,socialcomm_status,other_status,disability_applied_dsa,disability_accessed_dsa,disability_accessed_dsa_recoded,disability_accessed_n_dmentor,disability_accessed_m_hmentor,disability_accessed_specialist_mentor,term_time_co_r,out_term_time_co_r,distance_learner,additional_identities,part_time,international,commuter,care_leaver,caring_resps,first_gen,estranged,easl,first_gen_immigrant,second_or_third_gen_immigrant,additional_i_ds_none,additional_identities_pnts,migrant_status,eng_prof,course,course_agriculture,course_architecture,course_biological,course_business,course_combined,course_computing,course_design,course_education,course_engineering,course_english,course_geography,course_historical,course_language,course_law,course_maths,course_media,course_medicine,course_physical_sci,course_psychology,course_social_sci,course_subs_allied_to_medicine,course_veterinary,course_other,course_pnts,course_flattened,course_ref,course_hesa,past_u_gexp,parents_q_yn,parent_ed,past_ed,past_ed_f_ecollege,past_ed_indep_non_assist_uk,past_ed_indep_assist_uk,past_ed_indep_non_assist_non_uk,past_ed_indep_assist_non_uk,past_ed_sixth_form,past_ed_state_nonselect,past_ed_stateselect,past_ed_state_outside_uk,past_ed_public_outside_uk,past_ed_boarding,past_ed_home,past_ed_other,past_ed_idk,past_ed_pnts,ses,uni_access_schemes,uni_access_schemes_expanded,student_amb,advert,time_interval,longitudinal,completion_level,time_num,date_completed_month,longitudinal_binary,has_key_response
NA,T1,A628,NA,1,15,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,I have a constant and clear gender as a man and/or trans man.,0,1,0,0,0,0,0,0,Bisexual.,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,"Single.,Other (please specify).",0,0,0,0,1,0,1,0,NA,NA,Other,Other,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,Any other religion or belief (please describe).,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"Mental health condition, challenge, or disorder, such as depression, schizophrenia or anxiety.",NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,Someone whose commute to university takes more than half an hour.,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,0,0,NA,"Sixth form.,State-run or state-funded school/academy in the UK, which was non-selective.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,T2_only,0,NA,FALSE,FALSE
NA,T1,A001,Sep-23,1,14,2,1,1,2,2,2,2,2,3,3,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,1,1,NA,1,NA,4,4,10,0,0,1,0,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,95,0.15,2.85,2,2,2,3,3,3,3,2,2,2,2,15,11,5,5,6,6,5,5,6,5,5,5,6,6,65,20,23,22,3,4,3,4,4,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Society or activity group.,Academic association.",0,1,0,0,0,0,1,0,0,0,NA,4,NA,NA,NA,4,5,4,3,3,"Interests (e.g., books, games, cultures different from your own, languages, music, sports team, technology, TV show).,National / regional origin or ethnic identity.,Religion.,Your university or course.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,2,2,1,2,1,20,9,7,4,3,3,1,7,2,2,1,2,0,2,2,9,7,5,4,6,20,2,2,3,2,1,3,0,4,3,1,2,2,3,2,18,2,1,1,2,1,1,1,0,0,0,0,2,1,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,I have a constant and clear gender as a woman and/or trans woman.,1,0,0,0,0,0,0,0,Asexual.,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,Single.,0,0,0,0,1,0,0,0,NA,NA,East Asian or East Asian British,Asian or Asian British,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Christianity.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,An international student.,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,NA,Independent or fee-paying school outside of the UK.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,1,longitudinal,0,2023-09-01,TRUE,TRUE
NA,T1,A002,Sep-23,1,14,2,1,2,2,1,2,2,2,2,2,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1,0,0,NA,1,NA,3,4,3,0,0,1,0,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,72,1.12,2.88,3,1,1,2,2,3,3,1,1,1,1,12,7,6,6,6,4,6,5,5,5,5,7,5,5,65,25,20,20,4,5,1,4,5,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Sports group.,Society or activity group.",1,1,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,4,5,3,3,3,"Activities (e.g., creatives arts, food, media creation, sports, dance, volunteering).,Age.,Gender identity.,Interests (e.g., books, games, cultures different from your own, languages, music, sports team, technology, TV show).,Your university or course.",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,4,3,1,1,1,22,9,10,3,3,2,1,6,0,1,1,0,2,2,2,8,6,6,5,3,24,1,2,2,2,1,2,1,3,3,1,2,3,2,3,22,2,2,2,2,2,2,3,2,3,0,0,3,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,I have a constant and clear gender as a woman and/or trans woman.,1,0,0,0,0,0,0,0,Bisexual.,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,In a long-term relationship.,0,1,0,0,0,0,0,0,NA,NA,White British,White,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Prefer not to say.,0,0,0,0,0,0,0,0,0,0,0,1,88,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,Prefer not to say.,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,"Sixth form.,State-run or state-funded school/academy in the UK, which was non-selective.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,1,longitudinal,0,2023-09-01,TRUE,TRUE
NA,T1,A003,Nov-23,1,15,2,1,-2,-1,3,0,0,3,1,3,-3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,0,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3,1,1,NA,2,NA,4,5,7,0,0,1,1,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,75,0.75,2.25,3,2,1,4,3,3,4,2,4,4,2,16,16,2,5,6,6,4,7,7,7,5,7,7,6,69,18,26,25,2,5,3,4,5,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,5,4,2,3,"Interests (e.g., books, games, cultures different from your own, languages, music, sports team, technology, TV show).,International student status.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,2,1,1,1,14,7,4,3,3,2,2,7,3,3,4,2,1,0,2,12,5,7,9,1,30,1,2,3,3,1,3,4,2,3,1,1,2,2,2,22,2,2,2,2,2,2,1,0,0,0,0,1,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,I have a constant and clear gender as a man and/or trans man.,0,1,0,0,0,0,0,0,Heterosexual.,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,Single.,0,0,0,0,1,0,0,0,NA,NA,East Asian or East Asian British,Asian or Asian British,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,None.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,An international student.,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,0,1,2,Further education college.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,2,NA,0,T1_only,0,2023-11-01,FALSE,TRUE
NA,T1,A004,Oct-23,1,1,3,4,1,2,0,0,1,1,1,-1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3,0,-3,NA,3,NA,4,5,4,0,1,1,86,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,85,0.6,3.4,3,1,1,1,4,4,3,1,1,1,3,14,9,5,5,6,4,7,7,7,2,6,7,6,7,69,24,18,27,2,3,1,5,4,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,5,4,3,4,"Care experienced student status.,Interests (e.g., books, games, cultures different from your own, languages, music, sports team, technology, TV show).,Your university or course.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,2,5,2,1,3,1,22,8,9,5,4,4,3,11,4,4,4,3,2,1,2,16,2,5,0,1,16,4,0,3,2,4,3,4,0,1,0,2,0,2,1,34,4,2,4,4,4,6,0,0,0,1,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,I have a constant and clear gender as a woman and/or trans woman.,1,0,0,0,0,0,0,0,Heterosexual.,0,0,0,1,0,0,0,0,0,0,88,NA,0,0,0,0,0,0,0,Single.,0,0,0,0,1,0,0,0,NA,NA,White British,White,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Christianity.,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"Mental health condition, challenge, or disorder, such as depression, schizophrenia or anxiety.,Physical impairment (a condition that substantially limits one or more basic physical activities such as walking, climbing stairs, lifting or carrying).",NA,0,0,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,3,3,0,"Someone who has previously spent time living in the care system.,Someone with caring responsibilities for a child/children and/or another adult/s.,Part of the first generation in your family to attend university.",0,0,0,1,1,1,NA,NA,NA,NA,NA,0,86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,0,1,1,"State-run or state-funded school/academy in the UK, which was non-selective.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,NA,0,0,NA,1,longitudinal,0,2023-10-01,TRUE,TRUE
